F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,,,,,,,11,,,,15,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,10948,,6,40.5481481481482,,,5,4,5,11,4,2,2,2,4,1,1,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,,6,,,,,,,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,3128,3128,4,11.5851851851852,,,5,5,5,11,4,2,2,2,4,1,2,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,,6,,,,,11,12,13,,15,,,1,2,,,,,7,,,,,,,,,,17,1,2,,,5,,,8,15670,,6,58.037037037037,,,5,5,5,6,2,2,1,2,4,1,1,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,,,,,,11,,,,15,,,,,,,,,,,,,11,,,,,,17,,,,,,6,,8,1393,1393,2,5.15925925925926,,,4,4,4,12,4,17,2,3,4,1,2,1,3
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,6,,,,,,,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,14076,,6,52.1333333333333,,,5,5,5,11,4,2,2,2,4,1,1,1,
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,6,,,,,,,13,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,17237,,6,63.8407407407407,,,4,3,4,6,2,2,1,2,4,1,1,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,6,,,,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,21896,,6,81.0962962962963,,,4,4,4,11,4,2,2,2,4,1,1,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,6,,,,,11,,,,15,,,,,,,,6,,,,,11,,13,,,,,,,,,5,6,,,10185.5,,6,37.7240740740741,,,4,4,4,6,2,2,2,1,4,1,2,1,1
1,1,269,270,,14,1,256,,14,4,,,,1,2,3,4,5,6,,,,,11,12,,,15,,,1,,,,,6,,,,,,,13,,,,17,1,,,,5,6,,8,7835,7835,5,29.0185185185185,,,4,4,4,6,2,2,1,3,4,1,1,1,
1,1,27,28,28,11,1,14,14,11,1,1,2,4,1,2,3,4,5,6,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,3396.3,3396.3,4,121.296428571429,121.296428571429,3,5,5,5,12,4,13,2,2,1,1,1,1,1
1,1,27,28,28,11,1,14,14,11,2,13,,,1,2,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2000,2000,2,71.4285714285714,71.4285714285714,2,4,5,5,9,3,9,1,2,2,1,1,1,
1,1,27,28,28,11,1,14,14,11,3,,,,,,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,9619.2,9619.2,5,343.542857142857,343.542857142857,4,3,3,4,3,1,97,1,4,3,1,2,1,
1,1,27,28,28,11,1,14,14,11,3,,,,,,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,9619.2,9619.2,5,343.542857142857,343.542857142857,4,4,3,4,3,1,97,1,5,3,1,2,1,
1,1,27,28,28,11,1,14,14,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,2500,2500,3,89.2857142857143,89.2857142857143,2,5,5,5,4,2,97,1,2,3,1,1,1,
1,1,27,28,28,11,1,14,14,11,3,,,,,,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,2780.4,2780.4,3,99.3,99.3,2,5,5,5,8,3,11,1,3,3,1,2,1,
1,1,27,28,28,11,1,14,14,11,3,,,,1,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2000,2000,2,71.4285714285714,71.4285714285714,2,5,5,4,9,3,9,1,5,3,1,2,1,
1,1,27,28,28,11,2,28,28,11,2,1,3,4,,,3,4,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,500,500,1,17.8571428571429,17.8571428571429,1,5,5,5,10,4,10,1,4,2,2,1,1,
1,1,27,28,28,11,2,28,28,11,2,13,,,1,2,3,4,,,,,,,,,,,,,17,1,2,,4,5,,,,,,,,,,,,,1,2,,4,5,,,,5785.5,5785.5,5,206.625,206.625,3,5,5,5,11,4,97,1,5,2,2,2,1,
1,1,27,28,28,11,2,28,28,11,2,13,4,,1,2,3,4,5,,,,,,,,,,,,,1,2,,4,5,,,,,,,,,,,,,1,2,,4,5,,,,4628.4,4628.4,4,165.3,165.3,3,5,5,5,11,4,97,2,5,2,2,2,1,
1,1,27,28,28,11,2,28,28,11,2,13,4,3,,2,3,4,5,,,,,,,12,,,,,,,2,,4,,,,,,,,,,,,,,,2,,4,,,,,2000,2000,2,71.4285714285714,71.4285714285714,2,5,5,5,12,4,9,2,4,2,2,2,1,
1,1,27,28,28,11,2,28,28,11,2,4,3,13,,2,3,4,5,6,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,2,,4,,,,,2000,2000,2,71.4285714285714,71.4285714285714,2,5,5,5,12,4,9,1,1,2,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,3546.3,3546.3,4,126.653571428571,126.653571428571,3,5,5,5,9,3,11,1,3,3,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,10,,,13,,,,,,,,,,6,,,4528.4,4528.4,4,161.728571428571,161.728571428571,3,5,3,5,12,4,97,1,3,3,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,10,,12,13,,,,,,,,,,6,,,4528.4,4528.4,4,161.728571428571,161.728571428571,3,5,5,5,12,4,97,1,3,3,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,,,,,,,,,,,,,,14,,,,,2,,,5,,,8,,,,,,,,,,,2,,,5,,,,4000,4000,4,142.857142857143,142.857142857143,3,5,5,5,12,4,9,1,3,3,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,,,3,,,,,,,,11,,,14,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,4000,4000,4,142.857142857143,142.857142857143,3,5,3,5,9,3,9,1,2,3,2,2,1,
1,1,27,28,28,11,2,28,28,11,3,,,,1,2,3,4,,6,,,,,,,,14,,,,1,2,,4,,,,,,,,,,,,,,1,2,,4,,,,,7000,7000,5,250,250,3,5,5,5,12,4,9,1,3,3,2,2,1,
1,1,270,271,,14,1,257,,14,3,,,,,,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,10000,10000,5,36.90036900369,,,5,5,5,7,3,17,1,2,3,1,2,1,1
1,1,270,271,,14,1,257,,14,3,,,,,,3,4,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6000,6000,5,22.140221402214,,,5,5,5,4,2,9,2,2,3,1,1,1,
1,1,270,271,,14,1,257,,14,3,,,,,,3,4,5,,,,,,11,,13,14,,,,1,,,,,,,,9,10,11,,13,,,,17,1,,,,,6,,8,11096.8,,6,40.9476014760148,,,4,5,5,5,2,11,1,2,3,1,2,1,
1,1,270,271,,14,1,257,,14,3,,,,,2,,4,5,6,,,,,11,,,14,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,18000,,6,66.4206642066421,,,5,5,5,4,2,9,2,2,3,1,1,1,
1,1,270,271,,14,1,257,,14,3,,,,,2,3,,,,,,,,11,,,,,,,1,,,4,,,,,,,,,13,,,,,1,,,4,,6,,,10000,10000,5,36.90036900369,,,5,5,5,12,4,9,2,2,3,1,2,1,
1,1,270,271,,14,1,257,,14,3,,,,,2,3,,,6,,,,,,,,14,,,,1,,3,,,,,,,,11,,,,,,17,1,,3,,,6,,8,15000,,6,55.3505535055351,,,5,3,4,12,4,97,1,2,3,1,1,1,
1,1,270,271,,14,1,257,,14,3,,,,,2,3,,5,,,,,,,,,14,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,7,,10000,10000,5,36.90036900369,,,5,5,5,4,2,9,1,3,3,1,1,1,
1,1,270,271,,14,1,257,,14,4,,,,,,,4,,,,,,,11,,,,15,,,1,,3,,,,,,,,,,13,,,,17,1,,3,,,6,,8,6652.5,6652.5,5,24.5479704797048,,,5,5,5,12,4,11,2,2,4,1,2,1,1
1,1,270,271,,14,1,257,,14,4,,,,,2,,,,,,,,,,,,,15,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,8751.59,8751.59,5,32.2936900369004,,,4,4,4,5,2,97,1,3,4,1,1,1,
1,1,270,271,,14,1,257,,14,4,,,,,2,,4,5,,,,,,11,,,,15,,,1,,3,4,,,,,,,,,13,14,,16,,1,,3,4,,6,7,,11571,,6,42.6974169741697,,,4,4,4,11,4,97,2,2,4,1,2,1,
1,1,270,271,,14,1,257,,14,4,,,,,2,3,4,5,6,,,,,,,,,15,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,6000,6000,5,22.140221402214,,,5,3,4,8,3,2,1,2,4,1,2,1,
1,1,270,271,,14,1,257,,14,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,15640,,6,57.7121771217712,,,5,5,5,11,4,2,1,2,4,1,1,1,1
1,1,270,271,,14,1,257,,14,4,,,,1,2,,4,,,,,,,,12,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,15700,,6,57.9335793357934,,,5,5,5,12,4,2,2,2,4,1,2,1,1
1,1,270,271,,14,1,257,,14,4,,,,1,2,,4,,6,,,,,,,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,15700,,6,57.9335793357934,,,5,5,5,12,4,2,2,2,4,1,2,1,1
1,1,270,271,,14,1,257,,14,4,,,,1,2,3,4,,,,,,,,,,,15,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,30860,,6,113.874538745387,,,5,5,5,5,2,2,1,2,4,1,1,1,1
1,1,270,271,,14,2,271,,14,4,,,,,2,3,4,5,6,7,,,,,12,,,15,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,20000,,6,73.8007380073801,,,5,5,5,11,4,13,2,2,4,2,1,1,
1,1,272,273,,14,1,259,,14,4,,,,1,,3,4,,6,,,,,11,,,,15,,,1,,,,,,,,,,11,,13,,,,17,1,,,,,6,,8,9164.25,9164.25,5,33.5686813186813,,,4,3,5,6,2,13,1,2,4,1,2,1,1
1,1,278,279,,14,1,265,,14,4,,,,1,2,3,4,5,6,,,,,11,12,13,,15,,,1,,,,,6,,,,,11,,13,,,,,1,,,,5,6,,,9402,9402,5,33.6989247311828,,,5,5,5,6,2,2,2,1,4,1,2,1,1
1,1,279,280,,14,1,266,,14,4,,,,1,2,3,,,,,,,,,,,,15,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,15700,,6,56.0714285714286,,,4,4,4,12,4,2,1,2,4,1,1,1,
1,1,28,29,29,11,1,15,15,11,1,1,4,6,,2,,4,,6,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4055.1,4055.1,4,139.831034482759,139.831034482759,3,5,5,5,10,4,12,2,3,1,1,1,1,
1,1,28,29,29,11,1,15,15,11,1,2,3,5,,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4000,4000,4,137.931034482759,137.931034482759,3,5,5,5,3,1,14,2,5,1,1,1,1,
1,1,28,29,29,11,1,15,15,11,1,4,2,1,,2,,4,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,3,103.448275862069,103.448275862069,3,5,5,5,2,1,97,2,2,1,1,2,1,1
1,1,28,29,29,11,1,15,15,11,1,4,2,1,,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,3,103.448275862069,103.448275862069,3,5,4,5,2,1,97,2,5,1,1,2,1,1
1,1,28,29,29,11,1,15,15,11,2,1,2,6,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2000,2000,2,68.9655172413793,68.9655172413793,2,4,3,4,2,1,9,2,3,2,1,1,1,1
1,1,28,29,29,11,1,15,15,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,3000,3000,3,103.448275862069,103.448275862069,3,5,5,5,3,1,12,1,3,3,1,1,1,
1,1,28,29,29,11,1,15,15,11,3,,,,,2,,,,,,,,,,,,14,,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,4690,4690,4,161.724137931034,161.724137931034,3,4,4,4,4,2,12,1,5,3,1,1,1,
1,1,28,29,29,11,1,15,15,11,3,,,,,2,,4,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3500,3500,4,120.689655172414,120.689655172414,3,5,5,5,9,3,11,1,4,3,1,1,1,
1,1,28,29,29,11,1,15,15,11,3,,,,,2,3,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,10000,10000,5,344.827586206897,344.827586206897,4,5,5,5,4,2,97,1,5,3,1,2,1,
1,1,28,29,29,11,1,15,15,11,3,,,,,2,3,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,14,,,,1,,,,,,7,,4831.6,4831.6,4,166.606896551724,166.606896551724,3,4,5,5,2,1,97,1,2,3,1,2,1,1
1,1,28,29,29,11,1,15,15,11,3,,,,,2,3,,,,,,,,,,,14,15,16,,,2,,,,,,,,,,,,,,,,,2,,,,,,,959,959,1,33.0689655172414,33.0689655172414,1,5,5,5,8,3,14,1,2,3,1,2,1,1
1,1,28,29,29,11,1,15,15,11,3,,,,1,2,,,,,,,,,,,,14,,,,,,3,,,,,,,,,12,,,,,,,,3,,,6,,,2497.605,2497.605,3,86.1243103448276,86.1243103448276,2,5,5,5,12,4,18,1,2,3,1,2,1,1
1,1,28,29,29,11,1,15,15,11,3,,,,1,2,,,,,,,,,,,,14,,,,,,3,,,,,,,,,12,,,,,,,,3,,,6,,,2497.605,2497.605,3,86.1243103448276,86.1243103448276,2,5,5,5,12,4,18,1,2,3,1,2,1,1
1,1,28,29,29,11,2,29,29,11,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,5561.28,5561.28,5,191.768275862069,191.768275862069,3,5,4,5,10,4,97,1,3,3,2,1,1,
1,1,280,281,,14,1,267,,14,4,,,,1,2,,4,5,6,,,,,,,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,4814.95,4814.95,4,17.1350533807829,,,5,5,5,9,3,11,2,2,4,1,1,1,
1,1,29,30,30,11,1,16,16,11,1,1,3,2,,2,3,4,5,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,1000,1000,1,33.3333333333333,33.3333333333333,1,5,4,5,5,2,9,1,2,1,1,2,1,1
1,1,29,30,30,11,1,16,16,11,1,2,1,5,,2,3,4,,6,,,,,11,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2314.2,2314.2,3,77.14,77.14,2,5,5,5,11,4,97,2,3,1,1,2,1,
1,1,29,30,30,11,1,16,16,11,1,3,1,10,1,2,3,,5,,,,,,11,,,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,2300,2300,3,76.6666666666667,76.6666666666667,2,5,5,5,9,3,9,2,1,1,1,2,1,1
1,1,29,30,30,11,1,16,16,11,1,4,7,11,,2,3,4,5,6,,8,,,,12,,,,,,1,,,,,,,,,,,,13,14,,,17,1,,,,,6,7,8,5000,5000,4,166.666666666667,166.666666666667,3,5,5,5,8,3,97,2,2,1,1,1,1,1
1,1,29,30,30,11,1,16,16,11,1,6,5,4,,2,3,4,,6,7,8,,,11,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4000,4000,4,133.333333333333,133.333333333333,3,5,5,5,11,4,9,2,2,1,1,2,1,1
1,1,29,30,30,11,1,16,16,11,2,1,11,2,,2,,4,5,,7,,,10,,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2500,2500,3,83.3333333333333,83.3333333333333,2,4,4,5,10,4,9,2,2,2,1,1,1,
1,1,29,30,30,11,1,16,16,11,2,1,2,13,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,2000,2000,2,66.6666666666667,66.6666666666667,2,4,4,4,11,4,97,1,5,2,1,2,1,
1,1,29,30,30,11,1,16,16,11,2,1,3,4,,,3,4,5,6,,,,10,11,,,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1375.7,1375.7,2,45.8566666666667,45.8566666666667,1,5,5,5,9,3,11,1,3,2,1,2,1,
1,1,29,30,30,11,1,16,16,11,2,1,4,3,,2,3,4,,6,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,3000,3000,3,100,100,2,5,5,5,9,3,9,1,3,2,1,1,1,1
1,1,29,30,30,11,1,16,16,11,2,1,5,2,1,2,3,4,,6,,,,,,,,,,,,1,,,,,,,,9,,,,13,,,,,1,,,,,6,,,5000,5000,4,166.666666666667,166.666666666667,3,4,5,5,5,2,9,2,5,2,1,2,1,
1,1,29,30,30,11,1,16,16,11,2,2,1,3,1,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,1300,1300,2,43.3333333333333,43.3333333333333,1,4,4,4,9,3,7,2,2,2,1,1,1,1
1,1,29,30,30,11,1,16,16,11,2,3,1,2,1,2,3,4,5,6,,,,,,,,,,,,1,,,,,,7,,,,,,,,15,,,1,,,,5,,7,,1200,1200,2,40,40,1,5,4,5,1,1,9,2,2,2,1,1,1,
1,1,29,30,30,11,1,16,16,11,2,3,2,5,,2,3,4,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,3,100,100,2,4,4,4,10,4,9,2,1,2,1,1,1,
1,1,29,30,30,11,1,16,16,11,2,3,5,2,,,3,4,5,6,7,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,3,100,100,2,5,5,5,10,4,9,2,1,2,1,1,1,1
1,1,29,30,30,11,1,16,16,11,2,5,3,2,1,2,3,,,,,,,,,,,,,,,,2,,4,,,,,,,,,13,,,,,,2,,4,,6,,,1398.6,1398.6,2,46.62,46.62,1,5,5,5,10,4,2,1,3,2,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,5793,5793,5,193.1,193.1,3,4,5,5,10,4,13,1,3,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,5793,5793,5,193.1,193.1,3,5,5,5,10,4,13,1,4,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,3607.2,3607.2,4,120.24,120.24,3,5,5,5,3,1,97,1,4,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,3607.2,3607.2,4,120.24,120.24,3,5,5,5,3,1,97,1,5,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,2742,2742,3,91.4,91.4,2,4,4,4,5,2,1,1,2,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,2742,2742,3,91.4,91.4,2,5,4,5,5,2,1,1,5,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,2020.2,2020.2,3,67.34,67.34,2,4,4,4,10,4,2,1,2,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1544,1544,2,51.4666666666667,51.4666666666667,2,4,4,3,3,1,2,2,4,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3475.8,3475.8,4,115.86,115.86,3,5,5,5,10,4,97,1,3,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,12,13,,,,,1,,,,,6,,,4734,4734,4,157.8,157.8,3,5,5,5,8,3,7,1,3,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,10,,,,,,,,1,,,,,6,,,48220,,6,1607.33333333333,,,5,5,5,5,2,11,1,3,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,3665.7,3665.7,4,122.19,122.19,3,4,4,5,6,2,97,1,4,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,26023.14,,6,867.438,,,5,5,5,7,3,97,1,2,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,7304,7304,5,243.466666666667,243.466666666667,3,4,4,4,8,3,1,1,3,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,,,4,,6,,,,10,,,,14,,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,2561.607,2561.607,3,85.3869,85.3869,2,3,2,3,8,3,11,1,3,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,2,,,,,,,,,,,,14,,,,,,3,,,,,,,,,,13,,,,,,,3,,,6,,,1707.738,1707.738,2,56.9246,56.9246,2,5,5,5,8,3,6,1,3,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,10,,,,,,,,1,,,,,6,,,5000,5000,4,166.666666666667,166.666666666667,3,5,5,5,4,2,9,1,2,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,5000,5000,4,166.666666666667,166.666666666667,3,4,4,4,4,2,7,1,4,3,1,2,1,
1,1,29,30,30,11,1,16,16,11,3,,,,,2,,4,,6,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2000,2000,2,66.6666666666667,66.6666666666667,2,4,4,4,9,3,9,1,3,3,1,1,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,,2,3,4,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2364.2,2364.2,3,78.8066666666667,78.8066666666667,2,4,4,4,9,3,97,2,2,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,3000,3000,3,100,100,2,5,4,5,4,2,9,1,3,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,4171.5,4171.5,4,139.05,139.05,3,4,4,4,2,1,2,1,2,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,,,,,,10,,,13,,,,,,,,,,6,,,2500,2500,3,83.3333333333333,83.3333333333333,2,5,5,5,10,4,1,1,2,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,1,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,900,900,1,30,30,1,5,4,4,5,2,97,2,2,3,1,1,1,
1,1,29,30,30,11,1,16,16,11,3,,,,1,2,,4,,6,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,9000,9000,5,300,300,3,5,3,5,9,3,14,1,5,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,3,,,,1,2,3,4,,6,,,,,,12,,14,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,5000,5000,4,166.666666666667,166.666666666667,3,5,5,5,6,2,9,1,2,3,1,2,1,1
1,1,29,30,30,11,1,16,16,11,4,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,1521,1521,2,50.7,50.7,2,5,5,5,4,2,2,2,1,4,1,1,1,1
1,1,29,30,30,11,1,16,16,11,4,,,,,2,,4,5,,,,,,,,,,15,,,,,3,,,,,,,,,,13,,,,,,,3,,,6,,,582.7745,582.7745,1,19.4258166666667,19.4258166666667,1,5,5,5,12,4,18,1,1,4,1,2,1,
1,1,29,30,30,11,1,16,16,11,4,,,,,2,,4,5,6,,,,,,,,,15,,,1,,,,5,,,,,,,,,,,,,1,,,,5,,,,2378,2378,3,79.2666666666667,79.2666666666667,2,3,3,3,8,3,97,1,2,4,1,2,1,1
1,1,29,30,30,11,1,16,16,11,4,,,,,2,3,4,5,,,,,,,,,,15,,,1,,,,,,,,,,,,13,,,16,,1,,,,,6,7,,582.7745,582.7745,1,19.4258166666667,19.4258166666667,1,5,5,5,12,4,18,1,2,4,1,2,1,
1,1,29,30,30,11,1,16,16,11,4,,,,,2,3,4,5,6,,8,,,,12,,,15,,,1,,,4,,,,,,,,,13,,,,,1,,,4,,6,,,3000,3000,3,100,100,2,5,5,5,6,2,9,2,2,4,1,2,1,1
1,1,29,30,30,11,1,16,16,11,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4710,4710,4,157,157,3,5,5,5,12,4,2,1,2,4,1,1,1,1
1,1,29,30,30,11,1,16,16,11,4,,,,1,2,,4,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,313.4,313.4,1,10.4466666666667,10.4466666666667,1,5,5,5,6,2,2,2,2,4,1,2,1,
1,1,29,30,30,11,1,16,16,11,4,,,,1,2,3,4,5,6,7,8,,,,12,,,15,,,1,,,,,,,,,,,,13,14,,,17,1,,,,,6,7,8,10000,10000,5,333.333333333333,333.333333333333,4,5,5,5,12,4,9,2,2,4,1,2,1,1
1,1,29,30,30,11,1,16,16,11,6,,,,,,,,,,,,,,,,,,,,17,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,6000,6000,5,200,200,3,5,5,5,12,4,9,1,2,6,1,2,1,
1,1,29,30,30,11,1,16,16,11,6,,,,,2,,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,30000,,6,1000,,,5,5,5,12,4,9,2,3,6,1,1,1,
1,1,29,30,30,11,1,16,16,11,6,,,,,2,,4,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,3,100,100,2,5,5,5,11,4,9,2,4,6,1,1,1,
